,intitule,description,salaire,libelle,latitude,longitude,codePostal,commune
10,Assistant / Assistante d'exploitation informatique      (H/F),"Nous recherchons des techniciens Data Center pour notre client Télécom afin de renforcer ses équipes

YOUR DAILY LIFE :

Tu réalises des interventions sur les équipements informatiques (serveurs, switchs, etc.) et infrastructures techniques (climatisation, électricité, contrôle d'accès, etc.).

Installation d'équipement réseau (switches, routeurs, firewalls) et système (serveurs) dans des baies télécom (rack) à l'intérieur des salles sécurisées des datacenters.  
Brassages et raccordement de cordons Ethernet et cordons fibres optiques entre les équipements (courants faibles),  
Raccordement des alimentions électriques courants forts,  
Test et étiquetage des liens, des équipements et des baies de brassage 
Déballage, emballage, suivi de stock 
Mise à jour des outils d'urbanisation DCIM (1 technicien dédié par site) 
Accueil des mainteneur et gestions des colis (1 technicien dédié par site) 
Pas d'astreinte mais participation à des opérations programmées le soir et le week-end 
Analyse de la demande client 
Déclenchement des équipes I3T (réseau, stockage, hyperviseur ) 
Déclenchement des intervenants extérieurs 
Suivi du bon déroulement des actions et du respect des jalons 
Tenue de l'outil de gestion de parc (machines physiques et virtuelles) 

Technical Skills

- Diplômé(e) Bac Professionnel minimum dans le domaine électrotechnique, électricité ou climatisation.
- Culture informatique, de la production et/ou de l'hébergement informatique.
- Rigoureux(se), consciencieux(se), capacité de compréhension et d'adaptabilité, sens de l'écoute et du relationnel.
- Aisance rédactionnelle.

Soft Skills

* Bonnes capacités d'adaptation
* Fiabilité, pro activité et réactivité
* Autonomie
* Travail en équipe
* Esprit de synthèse
* Bon relationnel client
* Excellente communication écrite et orale
* Force de proposition",1800,27 - VAL DE REUIL,49.261533,1.20933,27100,27701
11,Responsable de domaine en informatique,"La division IT de PROMAN Expertise recherche pour son client un(e) RESPONSABLE DE DOMAINE H/F en CDI à Aix en Provence afin d'intervenir dans le cadre de projets d'envergure qui vise à refondre son SI de gestion, pilier des process de l'entreprise, pour l'ensemble de ses entités.
 
Grand compte de plus de 10.000 collaborateurs, présent en France (siège) et à l'international, notre client fournit, depuis plus de 30 ans et partout dans le monde, des prestations techniques à tous les niveaux des cycles de grands projets industriels.
 
Intégrer la DSI du groupe c'est :

-	Une très belle opportunité d'emploi
-	Un cadre de travail agréable
-	Un environnement stimulant et évolutif
-	Une dimension internationale

Votre rôle ?
Rattaché(é) à la Direction de Projet, votre rôle est de coordonner et piloter l'activité de support technique et fonctionnel auprès des équipes en lien avec le périmètre gestion/finance et RH du groupe, et d'assurer l'interface avec les équipes « métier ».

Vos missions s'organisent autour du cadrage, de la réalisation et de la maintenance de vos domaines applicatifs :

-	Gérer le portefeuille d'application de votre périmètre et faires remonter les risques identifiés
-	Contribuer à l'optimisation des processus métiers
-	Anticiper les changements et leurs impacts métiers sur le SI
-	Piloter l'existant des solutions informatiques utilisées sur ce même périmètre
-	Valider la cohérence des spécifications fonctionnelles et des cahiers de tests

En parallèle, de ces tâches vous intervenez dans la gestion des projets de votre périmètre que ce soit par le pilotage des équipes mais également leurs planifications (jalons, délais, coûts,  ).
Des déplacements ponctuels dans les différentes agences/entités du groupe sont à prévoir.


De formation Bac+5 en Informatique (ou équivalent), vous justifiez de plus de 5 ans d'expérience dans la gestion de projet applicatifs idéalement acquise dans le secteur de la gestion/finance.
Un niveau d'anglais opérationnel est requis.

En dehors de vos compétences techniques, vous êtes reconnu(e) pour votre capacité à proposer des solutions, votre prise de recul ainsi que pour votre capacité à gérer les priorités.
D'excellentes qualités relationnelles et rédactionnelles seront des atouts supplémentaires pour réussir à ce poste.

Vous recherchez une expérience dans un environnement technique riche, travailler sur un projet de grande envergure et développer vos compétences en gestion de projet ? Envoyez-nous très vite votre candidature !
Nous vous contacterons rapidement pour vous présenter ce poste et notre client en détails.",40000,13 - AIX EN PROVENCE,43.541369,5.406124,13090,13001
12,Assistant / Assistante d'exploitation informatique      (H/F),"Nous recherchons des techniciens Data Center pour notre client Télécom afin de renforcer ses équipes

YOUR DAILY LIFE :

Tu réalises des interventions sur les équipements informatiques (serveurs, switchs, etc.) et infrastructures techniques (climatisation, électricité, contrôle d'accès, etc.).

Installation d'équipement réseau (switches, routeurs, firewalls) et système (serveurs) dans des baies télécom (rack) à l'intérieur des salles sécurisées des datacenters.  
Brassages et raccordement de cordons Ethernet et cordons fibres optiques entre les équipements (courants faibles),  
Raccordement des alimentions électriques courants forts,  
Test et étiquetage des liens, des équipements et des baies de brassage 
Déballage, emballage, suivi de stock 
Mise à jour des outils d'urbanisation DCIM (1 technicien dédié par site) 
Accueil des mainteneur et gestions des colis (1 technicien dédié par site) 
Pas d'astreinte mais participation à des opérations programmées le soir et le week-end 
Analyse de la demande client 
Déclenchement des équipes I3T (réseau, stockage, hyperviseur ) 
Déclenchement des intervenants extérieurs 
Suivi du bon déroulement des actions et du respect des jalons 
Tenue de l'outil de gestion de parc (machines physiques et virtuelles) 

Technical Skills

- Diplômé(e) Bac Professionnel minimum dans le domaine électrotechnique, électricité ou climatisation.
- Culture informatique, de la production et/ou de l'hébergement informatique.
- Rigoureux(se), consciencieux(se), capacité de compréhension et d'adaptabilité, sens de l'écoute et du relationnel.
- Aisance rédactionnelle.

Soft Skills

* Bonnes capacités d'adaptation
* Fiabilité, pro activité et réactivité
* Autonomie
* Travail en équipe
* Esprit de synthèse
* Bon relationnel client
* Excellente communication écrite et orale
* Force de proposition",1800,27 - VAL DE REUIL,49.261533,1.20933,27100,27701
13,Technicien / Technicienne de maintenance en informatique,"Présentation de l'Etablissement Public « Paris Musées » :

Paris Musées est un établissement public administratif, créé le 20 juin 2012 par la Ville de Paris, chargé, depuis le 1er janvier 2013, de la gestion des 12 musées et 2 sites patrimoniaux* de la ville. Cet établissement d'environ 1000 personnes contribue au rayonnement national et international des musées parisiens et soutient leur mission d'équipement culturel de premier plan au service des Parisiennes et des Parisiens : préservation, valorisation et enrichissement des collections, élargissement des publics, qualité et succès des expositions, adaptations aux nouvelles technologies, partenariat avec d'autres musées et institutions culturelles en France et à l'étranger.

*Les 12 musées et 2 sites patrimoniaux de Paris Musées sont la Maison de Balzac, le musée Bourdelle, le musée Carnavalet-Musée d'Histoire de la Ville de Paris, les Catacombes de Paris, la Crypte archéologique de l'Ile de la Cité, le musée Cernuschi, le musée Cognacq-Jay, le musée Galliera, le musée d'art moderne de la Ville de Paris, le musée de la Libération de Paris- musée du Général Leclerc -Musée Jean Moulin, le Petit Palais-musée des Beaux-Arts de la Ville de Paris, la maison de Victor Hugo à laquelle est rattachée Hauteville House à Guernesey, le musée de la vie romantique et le musée Zadkine.

Mission:
Contrat d'apprentissage d'une durée de 12 à 24 mois

Finalité du poste :
Au sein du service systèmes d'information, assurer le suivi des activités de maintenance et accompagner les utilisateurs dans la résolution des dysfonctionnements informatiques constatés.

Position dans l'organigramme :
Affectation : Direction des services techniques

Rattachement hiérarchique : sous la responsabilité du chef de service systèmes d'information

Principales missions :
Le/La Technicien(e) est notamment chargé(e) des activités suivantes :
- Enregistrer, localiser et saisir dans la base de données dédiée relative à l'inventaire du parc informatique
- Assurer le suivi et le dépannage du parc informatique (postes de travail, moyens d'impressions, téléphonie,  ) comprenant des interventions physiques sur une vingtaine de sites localisés à Paris ou en proche banlieue.
- Assurer des interventions à distance suite à incidents ou installations.
- Effectuer l'enregistrement des interventions à l'aide de l'outil de ticketing pour permettre la traçabilité des demandes et des incidents.
- Procéder à l'installation des postes informatiques : installer ou vérifier la « masterisation » du poste, installer le poste pour l'usage.

Profil, compétences et qualités requises :

Profil :
- Formation aux métiers de l'informatique et de la maintenance de matériels
- Expérience ou stage souhaité dans le domaine de la maintenance de parcs de matériels, idéalement de parcs informatiques (Windows, Mac)
- Disponibilité, capacité d'adaptation et réactivité

Savoir-faire :
- Maitrise des outils informatisés (MS Office / Openoffice / Zenworks, Teamviewer  )
- Rigueur et sens de l'exactitude des informations relevées ou produites
- Polyvalence et sens de l'organisation",19600,75 - PARIS 10,48.87609,2.362272,75010,75110
14,Chef de projet informatique (H/F),"La division IT de PROMAN EXPERTISE recherche pour son client, éditeur de logiciels, créée il y a plus de 25 ans, proposant des solutions web innovantes, leader sur son marché en France et intervenant également à l'international, un(e) CHEF DE PROJET MOE H/F pour un poste en CDI situé à proximité de Rognac.

Intégré à la cellule projet, vous êtes à la fois expert, conseiller et technicien. Votre rôle consiste à superviser toutes les étapes du projet : depuis la définition, au déploiement et au suivi post-livraison. Vous êtes amené à intervenir sur tout ou partie de projet et à gérer plusieurs projets simultanément.

Au quotidien, vos missions sont très polyvalentes :
- Analyse des besoins des clients pour de nouveaux projets ou des refontes importantes
- Rédaction des cahiers des charges ainsi que les spécifications fonctionnelles et techniques
- Chiffrage du coût des développements spécifiques
- Suivi de l'avancement du projet et répondre aux problématiques rencontrées par les développeurs
- Suivi des budgets et du planning du projet
- Organisation de la recette fonctionnelle
- Coordination des équipes pour le déploiement du projet
- Mise en place la conduite du changement
- Suivi du déploiement des nouveaux applicatifs auprès des utilisateurs
- Rédaction de la documentation destinée aux utilisateurs

Tout au long du projet, vous êtes en charge de la relation avec les clients (validation des étapes, avancement, risques/difficultés, solutions).

De formation supérieure en informatique ou management SI, vous avez une expérience de 5 ans minimum en gestion de projet (logiciels, ERP) et en architecture technique. Des connaissances approfondies en infrastructure (système Windows/Linux, réseau, sécurité) sont primordiales pour réussir sur ce poste.

Les plus :
- Bonne culture des systèmes d'informations et gestion de projets informatiques
- Capacité de communication, goût du travail en équipe
- Sens du service, de l'écoute et capacité à proposer des solutions
- Organisation, rigueur, méthode

Vous souhaitez vous engager sur ce poste à forte valeur ajoutée, dans un environnement de travail fiable et convivial et progresser avec l'entreprise et ses projets, envoyez-nous vite votre candidature ! Nous vous recontacterons rapidement pour vous présenter le poste en détails ainsi que notre client.",45000,13 - BERRE L ETANG,43.509274,5.162227,13130,13014
15,Technicien informatique applicatif - Toulouse (H/F),"Maten, recherche ses futurs collaborateurs à Toulouse ! Vous êtes Technicien support applicatif H/F et souhaitez monter en compétence ? Nous vous proposons d'intégrer une structure spécialiste du support applicatif et de la gestion de parc informatique des entreprises évoluant dans le secteur de la grande distribution.

Au quotidien, vous serez le principal interlocuteur des utilisateurs pour les accompagner sur les différentes problématiques liées à la solution.

Missions principales :

- Traiter les demandes des utilisateurs en les conseillant et en les orientant dans l'usage la solution.
- Superviser les traitements d'incidents
- Aider à la prise en main de l'application avec le client.
- Guider le client dans l'utilisation et le paramétrage de l'ERP.
- Extraire les données permettant d'expliquer le comportement du logiciel.
- Rechercher et analyser les messages d'erreurs applicatifs ou systèmes.
- Rechercher des informations dans les bases de données.",25000,31 - TOULOUSE,43.604082,1.433805,31000,31555
16,Technicien / Technicienne informatique,"LE POSTE

Vous cherchez une société dans laquelle votre sens du service et vos compétences seront reconnus ?
Vous rejoindrez le service de support logiciel d'un acteur de la grande distribution et vous participerez au bon fonctionnement de leurs services. Vous travaillerez en synergie avec les ingénieurs de support pour analyser et résoudre les problématiques.
Dans un environnement applicatif, votre champ d'action sera double : entre le support d'une population de professionnels de la grande distribution, et la maintenance de votre parc logiciel (en collaboration avec vos partenaires éditeurs).

Vous aurez la charge de :
- Des échanges avec vos interlocuteurs, pour recueillir, diagnostiquer et résoudre les problèmes qui vous sont soumis,
- La transposition des problématiques soulevées du langage courant vers le langage technique notamment dans le domaine : des équipements virtuels, du bon fonctionnement des BDD, du maintien en conditions opérationnelles et de l'amélioration des différents matériels et logiciels de l'entreprise, de l'assistance aux professionnels vis-à-vis de l'utilisation des différents outils,
- L'enrichissement des connaissances de l'équipe.


PROFIL ATTENDU

La satisfaction du client est essentielle pour vous ?
Vous avez un excellent relationnel ?
Vous avez déjà eu une première expérience dans le domaine de l'informatique ?
Une formation au niveau bac +2 est un plus que nous apprécierions.
N'hésitez plus, postulez et rejoignez-nous !

Notre process de recrutement :
Entretien avec un consultant MATEN - Entretien client - Suivi d'intégration


INFORMATIONS COMPLEMENTAIRES

Environnement technique :
- BDD : SQL Server 2008/2016
- Système : AD, Windows server 2008/2016, VMware
- Matériel, réseaux et télécoms : TCP/IP, xDSL, Cisco, Fibre, radio

Qui sommes-nous ?

MATEN, société de services à taille humaine, créée en 1994, intervient en ingénierie informatique et conseil en recrutement auprès de ses clients Grands Comptes des secteurs Service et Industrie.
Nous sommes créateurs d'histoires. Entreprises, candidats, nous souhaitons concrétiser vos projets et vos ambitions. En commençant par une rencontre. Car chaque belle histoire commence ainsi

Notre process de recrutement :

Entretien avec un consultant MATEN - Entretien client - Suivi d'intégration",24000,31 - TOULOUSE,43.604082,1.433805,31000,31555
17,Technicien réseaux informatiques (F/H),"Sous la responsabilité du directeur technique, vous aurez en charge :

- L'étude, l'analyse et la qualification des demandes ""réseau""
- La transformation en demande qualifiée
- La gestion du support réseau - Troubleshooting
- Le contrôle qualité et l'amélioration continue
- La gestion documentaire
- Le contrôle et la mise à jour des référentiels
- La gestion des appels ""mainteneur""
- La gestion des stocks de réception de matériel

Description :
- Configuration Switch : CISCO
-Création du fichier de configuration, configuration via le port console, réservation de l'adresse IP.
- Analyse de la demande avant configuration
- Upgrade/downgrade de l'OS du switch
- Configuration du port selon la demande (access, trunk, vpc, dpc) sur environnement ACI ou autres
- Changement d'os de ACI à NXOS et inversement
- Reset de switch pour retour en configuration d'usine :
- Configuration switch Console opengear (port, description, compte utilisateur, stack)
- Dépannage incident switch
- Détermination de la panne, contrôle visuel et diagnostique :
- Renfort sur la fonction d'expertise réseaux
- Enregistrement des tickets d'incidents et de tâches
- Fourniture des états (statut du matériel concerné)
- Accompagnement en salle d'intervenant extérieur
- Câblage quand le S3 ne peut pas intervenir
- Vérification de matrice de câblage

Production :
- Réalisée 5 jours sur 7
- Couvrant une plage horaire ouvrée de 7h",30000,18 - BOURGES,47.082492,2.397495,18000,18033
18,Recrutement d'un(e) technicien(ne) informatique (H/F),"Nous sommes à la recherche d'un technicien(ne) pour la maintenance, l'installation et le déploiement de solution informatique et de téléphonie.
Rataché à la direction technique, vous serez encadré et intégrerez une équipe technique en place.
Vous avez le gout d'apprendre et de découvrir des solutions innovantes et d'avenir.
Doté d'une expérience réelle de 3 ans.
Le poste est à pourvoir pour la zone 73 et sera basé à Chambery-Saint Helene du Lac",2000,73 - CHAMBERY,45.583223,5.909299,73000,73065
19,Testeur informatique (H/F),"Tâches

Pour une ""Equipe Produit"" Agile Feature Team d'une quinzaine de membres du Domaine ""Demand And Supply"" de la ""Supply Chain Digital Platform"", dans un contexte technique : intégration de fichiers, vérification des traitements, vérification des données en BDD et dans Kafka, nous recherchons un QA Engineer Technique.

La Mission :

- Evangéliser et accompagner les membres de l'équipe aux bonnes pratiques de la Qualité Logicielle
- Participer aux rituels de définition des US, identifier et partager la testabilité des US
- Identifier et partager les cas de test ainsi que les jeux de données nécessaires
- Constituer les plans de tests nécessaires par niveau de test
- Exécuter les cas de tests en partenariat avec les membres de l'équipe
- Participer aux phases de recettes transverses E2E de chaque Release
- Accompagner les équipes métiers des pays lors des phases d'UAT de chaque Releases
- Automatiser les tests système et d'intégration
- Valoriser le cahier de tests de non régression automatisés
- Communiquer les besoins, les alertes et l'avancement aux parties prenantes

Les Technos / Outils :

- Jira / XRay
- Postman
- Kafka
- MongoDB Atlas

Expériences concrètes dans un contexte utilisant les éléments suivants :

- Forte expérience dans les tests APIs avec l'utilisation d'outil comme PostMan, SoapUi, Swagger. Swagger étant l'outil utilisé sur ce projet, cela serait un plus.
- Capacité à lire les logs techniques est nécessaire. DataDog est l'outil utilisé pour ce travail d'analyse.
- Connaissance de JSON obligatoire ou ayant déjà utilisé un langage tel que XML.
- Utilisation de JIRA durant des missions précédentes. Utilisation du module XRAY est un plus.

La connaissance des outils suivants nécessaires à la mission serait un plus :

- Conduktor
- Outil utilisé pour consommer et produire des éléments Kafka. MQ rabbit, gestion d'événements d'échanges de données, ou autres
- GitHub

Compétences requises

- Environ 5 ans d'expérience sur un poste similaire
- En plus du français, un niveau professionnel en anglais est exigé


Poste basé à Lezennes
Télétravail partiel",60000,59 - LILLE,50.630992,3.045433,59000,59350
20,Technicien / Technicienne de maintenance en informatique    (H/F),"La division IT de PROMAN Expertise recherche pour l'un de ses clients, un TECHNICIEN MAINTENANCE INFORMATIQUE H/F. 
Ce poste est à pourvoir rapidement.

Dans un premier temps, vous êtes formé et vous montez en compétences sur les modes opératoires grâce à l'équipe, puis vous intervenez en totale autonomie auprès des clients dont vous êtes responsable.
Votre quotidien :
- Réaliser l'installation initiale des équipements informatique, bureautique, électronique 
- Effectuer l'installation des mises à jour
- Pratiquer des tests sur l'ensemble du parc informatique afin d'assurer son bon fonctionnement
- Assurer l'exploitation et la maintenance (à distance ou sur site) des équipements dans le respect des modes opératoires, des standards de qualité et de sécurité de l'entreprise
- Gestion courante de l'exploitation des équipements physiques et logiques du système d'information
- Aider à la prise en mains des équipements et logiciels installés
- Traiter les incidents sur site ou à distance.

Vous avez une formation initiale en informatique, vous justifiez d'une première expérience réussie en maintenance informatique.
En contact direct avec les clients, vous devez également avoir un bon relationnel et être à l'écoute des utilisateurs.
Ce poste requiert de trouver des solutions en cas de dysfonctionnement et de veiller à ce que tous les équipements soient fonctionnels après vos interventions.
Vous êtes débutant.e et vous recherchez une expérience professionnelle enrichissante ?

Ce poste est à pourvoir rapidement, envoyez-nous votre CV ! Nous vous recontacterons rapidement pour un entretien.",1900,13 - AIX EN PROVENCE,43.541369,5.406124,13090,13001
21,Technicien de maintenance informatique hardware - Rhône (H/F),"Prestinfo Maintenance est spécialisée dans la maintenance informatique hardware et intervient sur l'ensemble du territoire national aux côtés des plus grands constructeurs.
Technicien terrain itinérant, vous  interviendrez auprès d'entreprises de votre secteur afin d'effectuer les dépannages, entretiens et installations d'équipements ou de parcs d'équipements informatiques.

Vos missions : 
- Prendre connaissance de votre tournée journalière sur notre logiciel interne.
- Réaliser les tournées qui vous sont affectées.
- Gérer votre stock de pièces détachées embarquées.
- Respecter les procédures de diagnostic et de dépannage.
- Apporter votre aide et votre technicité à la résolution de problèmes techniques.
- Remonter les informations clients.
- Reporter votre activité et clôturer vos dossiers auprès du service ordonnancement à la fin de chaque intervention.
Cette liste est non-exhaustive, d'autres missions peuvent vous être confiées.

- En tant que représentant de l'entreprise sur le terrain auprès de nos clients, vous disposez d'un excellent relationnel et avez un véritable sens du service client. 
- Votre attitude professionnelle, votre réactivité, votre rigueur et capacité à prendre des initiatives sont des qualités indispensables qui vous permettront de réussir sur le poste.

Une expérience d'au moins 6 mois dans ce domaine serait un plus mais l'essentiel réside dans votre motivation et votre bon sens.

Intégrer Prestinfo Maintenance c'est intégrer une société dans laquelle vous profiterez d'un véritable parcours et suivi d'intégration. 
Parce qu'il est important pour nous que vous vous sentiez bien chez nous, nous vous accompagnerons dans votre prise de poste et vous formerons à nos process.
Les missions vous intéressent et vous pensez avoir le profil adéquat, envoyez-nous votre candidature afin que l'on puisse échanger !

Rémunération :
- Salaire de 1800 € à 2200 € brut en fonction de l'expérience + primes + intéressement.
- Avantages : voiture de service, carte carburant, téléphone et ordinateur. Panier repas, participation, CSE, mutuelle.
- Votre lieu de résidence ne peut excéder 30 minutes ou 30 km de l'un de nos nombreux points de dépôt de matériel.",1800,69 - Rhône,,,,
22,Technicien / Technicienne support de proximité en informatique,"CAPACTUEL société indépendante bordelaise de recrutement (intérim - CDD-CDI) fondée en 2004, recrute pour son client, leader dans le domaine du tourisme et basé à PESSAC, 1 TECHNICIEN SUPPORT INFORMATIQUE pour une mission d'intérim de 6 mois
Votre mission principale sera d'assurer les interventions sur le système d'information et de gérer le cycle de vie du matériel :
-	Réceptionner les demandes des clients internes afin de résoudre les incidents techniques rencontrés
-	Diagnostiquer à distance ou sur site un dysfonctionnement informatique matériel ou logiciel
-	Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance pour effectuer ces opérations
-	Effectuer le dépannage d'équipements informatiques ou mettre en œuvre des modes de fonctionnement dégradés (solutions d'attente) d'un équipement informatique
-	Escalader les incidents plus complexes vers les ressources internes ou externes, aptes à apporter une solution
-	Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné
-	Valider la résolution des demandes / incidents avant de clôturer le ticket
-	Réaliser et maintenir à jour l'inventaire (logiciel et physique) du parc matériel, à l'aide des outils utilisés au sein de l'entreprise
-	Suivre l'obsolescence du matériel informatique, anticiper les renouvellements et suivre la destruction du matériel
-	Tester, installer et configurer les éléments informatiques matériels ou logiciels, selon les règles de sécurité et la réglementation, et suivre leur affectation.
-	Déployer le matériel (PC, terminaux, imprimantes,  .) et logiciels (Office,  .) selon les consignes du responsable des opérations IT
-	Planifier les interventions de maintenance et en contrôler la conformité
Vous avez la connaissance ITIL, vous savez utiliser un logiciel de gestion de parc informatique et de Helpdesk (Idéalement GLPI), vous savez configurer du matériel bureautique (PC, imprimantes, périphériques, lecteur code barre).
Vous avez le sens de la communication, vous êtes diplomate et pédagogue.
Rémunération : 14.83€/brut + 10% CP + 10% IFM
Poste à pourvoir immédiatement
Travail à temps complet du lundi au vendredi, amplitude comprise entre 08H30 et 18H00, 7 heure de travail effectif par jour et 30 minutes de pause et 1 heure de pause déjeuner",1960,33 - PESSAC,44.785682,-0.676721,33600,33318
23,Technicien / Technicienne de help desk en informatique (H/F),"La division IT de PROMAN EXPERTISE recherche pour son client un(e) TECHNICIEN SUPPORT INFORMATIQUE H/F en CDI à Rousset (13).

Pour qui ?
Vous intégrez la DSI d'un client final disposant de plus de 100 points de ventes en France dans le secteur industriel.

Vos missions ?
Au sein d'une équipe, votre mission est d'assurer le support auprès des utilisateurs (vos collègues) en réalisant des interventions de niveaux 1 et 2.
Pour ce faire, vous :

-	Préparation et déploiement des postes de travail et périphériques associés 
-	Traitement des demandes d'interventions (mail, téléphone, ticket) sur différentes problématiques : gestion de droits, poste de travail, réseaux, serveurs,  
-	Support sur les applications développées en interne
-	Mise à jour de la base de connaissances.

En parallèle, vous pouvez être amené(e) à participer à des projets annexes au sein de l'entreprise.

Environnement technique : OS Windows, AD, TCP/IP, DNS/DHCP, VPN, Office, Outlook.

De formation Bac/Bac+2 en informatique, vous justifiez de plus de 2 ans d'expérience en support utilisateurs.
Vous avez une bonne maîtrise des outils informatiques et bureautiques (Excel,  ).

Les plus ?
Un bon relationnel, de la pédagogie, de l'autonomie et un très bon sens sur service client seront des atouts supplémentaires pour réussir à ce poste.

Vous vous reconnaissez dans cette description, envoyez-nous rapidement votre candidature ! Nous vous recontacterons pour un 1er échange afin de vous présenter le poste en détails ainsi que notre client.",23000,13 - FUVEAU,43.459314,5.555211,13710,13040
