,intitule,description,salaire,libelle,latitude,longitude,codePostal,commune
10,ENSEIGNANT SII INFORMATIQUE rentrée scolaire 2023/2024 (H/F),"L'académie de Versailles recrute des professeur-e-s contractuel-le-s pour enseigner en lycée et collège généraux dans les Yvelines, l'Essonne, les Hauts-de-Seine et le Val-d'Oise.

Des contrats à durée déterminée seront proposés du 01/09/2023 au 31/08/2024 

RECRUTEMENT POUR LA RENTREE 2023-2024 / INSCRIVEZ-VOUS SUR LE SALON EN LIGNE DU 6 AU 21 AVRIL 2023 ET RENCONTREZ NOS RECRUTEURS !


Votre profil :

 Ecole d'ingénieur Informatique Industrielle, Master Informatique Industrielle, licence, BUT Génie Electrique et Informatique Industrielle

Vos missions :
  Maîtriser les solutions technologiques intégrées, matérielles et logicielles utiles à la conception de produits communicants.
  Mettre en place des activités pratiques de prototypage rapide (Fab lab). 
  Maitriser les Diagrammes de Blocs Internes IBD (Internal Block Diagram) SysML.
  Utiliser des langages Python et C++, HTML/CSS et PHP.
  Privilégier les logiciels permettant l'exécution de machines virtuelles.
  Utiliser des cartes électroniques dotées d'un système d'exploitation et permettant la connexion de périphériques.

  Maitriser les savoirs généraux relatifs à l'étude des produite et les savoirs relatifs au domaine de spécialité à travers une approche Matière Energie information. 
  Construire des situations d'apprentissage qui s'appuient sur un contexte environnemental, socioéconomique réel et mettant en œuvre des produits empruntés à diverses thématiques : santé, mobilité, sport, habitat, sciences...  
  Maitriser les différents outils de modélisation, de simulation et de communication spécifiques à la discipline.  
  Organiser, animer ou coanimer des séquences d'enseignement technologique dans le respect des objectifs généraux des programmes. 
  Assurer un lien régulier avec les parents d'élèves et participer aux projets d'orientation des élèves.
  Contribuer au fonctionnement de l'établissement et au travail d'équipe.
  Transmettre et faire partager les valeurs de la République.","'libelle': 'Mensuel de 1991,32 Euros à 3004,97 Euros sur 12 mois'",Ile-de-France,,,,
11,Technicien / Technicienne support de proximité en informatique (H/F),"METALINE ESN spécialisée dans le recrutement de techniciens à haute valeur ajoutée, débutants ou confirmés sur des métiers de l'Ingénierie, du conseil en Technologies et des Systèmes d'information et Réseaux, recherche 4Techniciens proximité (H/F) à Montigny le bretonneux dans le cadre de l'accroissement de ses activités.

Missions :

-	Poste de travail et Portable (matériel et système)
-	Logiciels bureautique et Applications métiers
-	Imprimantes, Scanners et Copieurs
-	Téléphonie Mobile, Equipements nomades (carte 3g)
-	Visio conférence et projecteurs
-	Préparation et installation de matériel informatique 
-	Finaliser les installations de machines à distance si nécessaire
-	Réaliser des installations de logiciels
-	Récupération des matériels remis à disposition
-	Réaliser des déplacements de matériel intra ou inter bâtiment
-	S'assurer que le matériel qu'ils vont mettre à disposition des utilisateurs est propre et totalement fonctionnel 
-	Mettre à jour le parc informatique dans l'outil ServiceNow
-	Coordonner avec le gestionnaire du stock pour les retours de matériel
-	Formatage des disques du matériel à réformer et mise à jour du fichier de suivi
-	Traiter les tickets d'incident ou demande de leur périmètre dans l'outil ServiceNow
-	Maintenir le bureau et l'espace de travail propre et organisé
-	Mettre à disposition des équipements de téléphonie mobile (téléphones, Smartphones et tablettes)

Périmètre technique :

-	ServiceNow : Principal logiciel utilisé par le service informatique divisé en plusieurs parties :

o	INCIDENTS : gestion des incidents 
o	DEMANDES DE SERVICES : gestion des demandes informatiques
o	BASE DE CO : gestion de la base de connaissances
o	PARC INFORMATIQUE : gestion du parc informatique
-	ACTIVE DIRECTORY 
-	SCCM

Profil:
Bon niveau d'anglais requis
2 ans d'expérience minimum sur un poste similaire

Informations complémentaires :

Démarrage : ASAP

Salaire : 24-27k

Type de contrat : CDD

Horaires : 8h30-17h30

Pourquoi nous rejoindre ?

Vous êtes dynamique, autonome, soucieux(se) de la qualité de service et vous aimez travailler en équipe ?

Chez METALINE, notre mission sera de vous accompagner et vous faire monter en compétences afin de vous rendre opérationnel et autonome à l'issue de cette expérience.

Vous bénéficierez d'un suivi de mission et de carrière dédié par un membre de l'équipe des ressources humaines.

A la fin de votre mission ou chantier, nous travaillerons ensemble à vous repositionner sur un nouveau poste.","'libelle': 'Annuel de 24000,00 Euros à 27000,00 Euros sur 12 mois'",78 - MONTIGNY LE BRETONNEUX,48.779983,2.03261,78180,78423
12,Ingénieur d'étude et développement informatique JAVA (H/F),"Créé en 2010, Adaming est une Entreprise de Services Numériques spécialisée dans le conseil et l'ingénierie. Au travers de son implantation en France (Paris, Lille, Nantes, Toulouse, Lyon, Strasbourg) et à l'étranger (Barcelone, Alger, Casablanca, Tunis), Adaming accompagne la transformation digitale des Entreprises. Nos clients sont de Grands Comptes de renommée internationale qui opèrent dans différents secteurs : Banque, Assurances, Finance, Santé, Télécoms, secteur public, etc. 
Notre ambition est de recruter et faire évoluer les meilleurs talents, de formation généraliste et/ou scientifique (Bac+5 à Doctorat) pour répondre aux besoins de ces entreprises.

Description de poste
Nous recrutons des candidats qui seront formés au métier d'ingénieur études et développement. 
Les postes sont à pourvoir en CDI sur toute la France. 

Selon votre profil, vous serez formés durant 2 à 3 mois à des langages de programmations et à une palette d'outils particulièrement recherchés par nos clients.

A l'issue de cette formation, vous saurez prendre en charge : 

- Le developement front avec Javascript
-  Les architectures Orientées Services
-  Les outils au service de l'architecte


Vos compétences techniques consolidées durant la formation vous permettront de vous adapter aux différents projets auxquels vous serez affectés. 
Les postes sont évolutifs vers des métiers d'analystes, d'architectes techniques ou encore de chefs de projets.

Profil :
Nous recherchons des profils BAC+ 4,  Bac +5 (Maitrise, Master ou Ingénieur) à BAC+8 (Doctorat) Profils Littéraires, Economistes, Généralistes, Scientifiques... une appétence pour le raisonnement logique, le codage..., une envie d' apprendre... si vous êtes motivé pour une reconversion dans le monde numérique, n'hésitez pas .... 


Votre formation initiale, votre motivation, vos qualités humaines, votre capacité à proposer des solutions techniques sont autant d'atouts qui vous rendront indispensables et vous permettront de réussir vos missions.

Démarrage souhaité : dès que possible
Type de contrat : CDI
Envoyez CV & LM  objet Futur Ingénieur Adaming","'libelle': 'Mensuel de 2000,00 Euros à 2200,00 Euros sur 12 mois'",78 - VELIZY VILLACOUBLAY,48.785929,2.190344,78140,78640
13,Administrateur Systèmes Informatiques et Réseaux (H/F),"Pour accompagner le développement de l'entreprise, nous recherchons des hommes et des femmes compétents, impliqués, passionnés et qui donnent le meilleur d'eux-mêmes. 
Vous souhaitez rejoindre nos équipes ?

Si tel est le cas : postulez ! Un rôle passionnant vous attend auprès d'un acteur de premier plan au sein d'une industrie dynamique.

Pour rejoindre l'aventure, Smoby Toys S.A.S recherche UN/UNE : Administrateur Systèmes Informatiques et Réseaux (H/F).

Sous la responsabilité du Responsable Informatique, votre rôle consiste à assurer le bon fonctionnement des systèmes d'information et des infrastructures multisites de l'entreprise (serveurs, réseau, sécurité). Vous assurez également la gestion du parc micro (logiciel et matériel). 

Vos missions sont les suivantes : 
-	Vous définissez et gérez l'architecture générale du système d'information interne de l'entreprise. 
-	Vous assurez et optimisez la gestion du parc bureautique (pc, portables, stations graphiques, stations industrielles) et téléphonique. 
-	Vous administrez les infrastructures réseaux locales et étendues puis mettez en place les systèmes de protection (antivirus, sécurité de données, droits d'accès, firewall). 
-	Vous diagnostiquez les pannes et les dysfonctionnements des systèmes d'informations et réalisez les interventions d'assistance et de réparation. 
-	Vous suivez les projets de déploiement relatifs à votre activité en vous assurant du planning (réalisation, charges, délais). 
-	Enfin, vous assurez une veille technologique afin de maintenir la cohérence des systèmes et des réseaux selon les évolutions du marché. 
Votre profil :

Vous êtes issu(e) d'une formation supérieure de niveau bac+2 à bac +5 dans le domaine de l'informatique appliquée aux entreprises. 

Vous possédez les connaissances techniques suivantes : 

-	Administration des systèmes Windows et Linux. 
-	Architecture réseaux (LAN/WAN/WiFi/SAN).
-	Virtualisation avec VMWare et Veeam.
-	Serveurs Dell EMC
-	Administration de plateforme Microsoft 365
-	Installation, configuration, dépannage de parc informatique.
La connaissance de Scripting PowerShell, SAP et de MES sont des plus. 

Au-delà de vos compétences techniques, c'est votre savoir-être qui nous intéresse !
Vous êtes doté(e) de bonnes capacités de communication et de travail en équipe. De nature curieuse et proactive, vous aimez apporter des solutions et des améliorations. Votre sens du service et votre capacité d'écoute vous permettront d'être à l'aise dans vos fonctions. 

Conditions : 

Poste à pourvoir en CDI dès que possible. 

Des déplacements fréquents sur nos différents sites sont à prévoir : Arinthod (39), Moirans en Montagne (39), et occasionnellement à Massy (91). 

Un parcours d'intégration est prévu à votre arrivée.

Vous travaillerez dans des bureaux spacieux, lumineux, et dans un cadre d'exception.

Le poste est basé au sein du siège social de la société Smoby Toys à Lavans-les-St-Claude(39). Nous sommes installés au cœur du Parc Naturel du Haut-Jura, une région où la nature généreuse est encore bien préservée, à 30km d'Oyonnax, 45 minutes de Lons-le-Saunier, 1H de Bourg-en-Bresse, 1H30 de Lyon.
Les amoureux du sport et de la nature pourront au quotidien aisément profiter des activités de loisir qu'offre la région, loin des inconvénients des périphériques urbains.

Vous avez accès à une large palette d'activités :
-	aquatiques (baignade, voile, pêche) sur deux grands plans d'eau (lac de Vouglans à 10 minutes et sa base nautique Bellecin, lac de Chalain),
-	de plein air (randonnée à pied, à cheval, à vélo)
-	sports d'hiver (ski, randonnée-raquette).

Pour plus d'informations :  www.smoby.fr ou www.simba-dickie-group.de 
Retrouvez-nous aussi sur les réseaux sociaux :

-	Facebook : Smoby Recrutement
-	Instagram : Smoby
-	Linkedin : Smoby Toys S.A.S","'commentaire': 'A définir selon l', 'complement1': 'Chèque repas', 'complement2': 'Autre'",39 - LAVANS LES ST CLAUDE,46.381936,5.776455,39170,39286
14,Technicien / Technicienne informatique,"Nous recherchons ce jour un technicien informatique généraliste. 

Différentes missions, vous interviendrez tant sur du support, que du déploiement ou du réseau :
Vous assurez le support de niveau 1 hotline et proximité
- Prise de rendez-vous utilisateurs
- Analyse et arbitrage des tickets
- Installer et configurer de nouveaux postes de travail
- Mastérisation , transfert de données utilisateurs
- Configuration et mise à jour d'outils de messagerie
- Suivi des tickets
- Installation d'imprimantes
- Gestion de parc : entrées, sorties, changements de matériels
- Déploiements de postes


Compétences :
- Maîtrise de l'environnement poste de travail et des systèmes Windows
- Maîtrise de la suite Office 365
- Gestion de parc
- Connaissance en Kiosque informatique
- Connaissance en réseaux
- Connaissance en Imprimantes

Poste basé à Simiane-Collongue
Déplacements ponctuels sur les mairies de Bouc-Bel-Air et Cabriès","'libelle': 'Mensuel de 1800,00 Euros à 1900,00 Euros sur 12 mois', 'complement1': 'Chèque repas'",13 - SIMIANE COLLONGUE,43.427583,5.442173,13109,13107
15,Technicien support informatique N2 H/F (H/F),"« Spécialisé dans le recrutement de profils hautes compétences, Kobaltt vous accompagne dans vos projets professionnels en CDI, CDD et Intérim. Forts de 18 ans d'expérience et présents dans 10 bureaux en France, nous sommes en mesure de répondre à vos demandes en Ingénierie & Industrie, Informatique & Digital, Marketing, Tertiaire & Finance, Supply Chain & ADV. »

Présentation :
Notre client est une société de prestation de services informatique implantée au niveau national. Dans le cadre d'un surcroît d'activité, nous recherchons un(e) Technicien Support de Proximité N2, pour une mission intérim d'une durée de 6 mois minimum en vue d'un CDI.

Le poste est situé à Bolbec.

Missions : 
-	Traitement, analyse et résolution des incidents
-	Maintenance et fourniture d'un parc de PC Windows (1000 équipements)
-	Gestion et suivi de stock

Profil :
Idéalement diplômé(e) Bac+2/3 en informatique, vous avez une expérience significative sur un poste similaire 
Vous maîtrisez l'environnement Windows et les outils Microsoft Office. 
Rémunération : 24 à 28k brut / an selon profil et expérience","'libelle': 'Annuel de 24000,00 Euros à 28000,00 Euros sur 12 mois'",76 - BOLBEC,49.574785,0.484846,76210,76114
16,Responsable informatique H/F,"Vos missions:

Informatique et réseau
maintenance des équipements

Vos compétences: connaissances techniques du langage environnement et réseau
Solutions informatiques

Disponibilité, sens de l'organisation, de la communication. 

La connaissance du milieu éducatif serait un plus. Poste à pourvoir à partir du 02 Mai 2023.","'libelle': 'Horaire de 13,84 Euros'",22 - ROSTRENEN,48.225506,-3.312756,22110,22266
17,Développeur / Développeuse informatique,"Au sein de la Direction du Système d'Information Métier (DSIM) Santé, vous interviendrez sur les périmètres applicatifs des Prestations, du Contrôle médical et dentaire ainsi que sur la Prévention, la Santé Sécurité au Travail, dans un environnement technique intégré et développé avec des architectures réparties.

Dans notre contexte agile à l'échelle (SAFe), vous participerez au flux de fabrication des services destinés à nos adhérents, agents MSA et partenaires en tant qu'équipier (ière) d'une équipe agile (Scrum).

Vous serez notamment chargé (e) :

D'analyser des besoins exprimés.

D'identifier les impacts et prendre en compte l'architecture des produits.

De concevoir, développer, tester et déployer la solution, en conformité avec les standards d'architecture fonctionnelle, applicative et technique.

De produire la documentation associée.

Dans le cadre de la maintenance en condition opérationnelle (MCO), vous prendrez en charge l'analyse et le développement de la correction de tickets d'anomalie.","'commentaire': 'EN FONCTION DU PROFIL', 'complement1': 'Autre'",82 - MONTAUBAN,44.020606,1.363813,82000,82121
18,Commercial / Commerciale en Solutions Informatiques H/F (H/F),"Opérateur de réseaux privées situé à Perpignan, recherche afin de renforcer son équipe commerciale et déploiement, un(e) Technico-commercial(e) H/F en CDD (6 mois renouvelable) en 39 h. 
La mission consistera à : 
Développer le réseau partenaires, le portefeuille Clients et prospects .
Faire l'analyse technique du réseau existant et des besoins avec le client ou prestataire en vue de l'installation de la solution Navista.
Collecter les données dans le cadre de l'avant-vente et de la vente 
Élaborer et envoyer les devis clients, les bons de commande, les contrats 
Assurer l'accueil téléphonique Commercial et Déploiement 
Réaliser les tests d'éligibilité des futurs clients 
Passer les commandes de lignes internet auprès de nos opérateurs référencés 
Effectuer les relances auprès des opérateurs et le suivi du déploiement de lignes 
Évaluer l'état d'avancement du déploiement (réajustements si nécessaire, gestion des imprévus, suivi auprès des clients, suivi auprès de l'opérateur. 
Coordonner les actions entre les divers intervenants, avec prises de rendez-vous auprès de l'opérateur, des sous-traitants de l'opérateur et transmission des informations opérateur vers le client (travaux supplémentaires à charge du client, délais de mise en œuvre, RDV techniciens sur site...) 
Réaliser des comptes rendus réguliers des actions en cours jusqu'à la réalisation de la commande et transmettre les informations pour mise en production.
Veiller à respecter les conditions temporelles et matérielles convenus entre le service commercial et le client. 

Profil recherché : Expérience de 2 ans avec niveau Bac +2 minimum, des connaissances en téléphonie fixe, fibre et cuivre, serait un plus. Doté d'un bon relationnel clients/fournisseurs, rigoureux(se), maitrisant les outils informatiques (Excel, Outlook), sachant travailler en équipe, avec une bonne maitrise de l'orthographe. 
Rythme de travail 39h du Lundi au Vendredi - Salaire fixe (2 200€ brut / mensuel), mutuelle prise en charge à 100%, Tickets Restaurant à 60%","'libelle': 'Mensuel de 2200,00 Euros sur 12 mois', 'complement1': 'Chèque repas'",66 - PERPIGNAN,42.70298,2.902687,66000,66136
19,Ingénieur études et développement informatique (F/H),"Dans le cadre d'un poste ouvert chez un client du secteur aéronautique et spatial, vous travaillez en tant qu'ingénieur intégration et validation système.

Intégré au cœur des enjeux techniques, votre mission principale consiste à: Participer à la mise en place et à l'évolution de la plateforme de simulation sur des segments sol.

Pour cela, vous effectuez un audit de l'application et de ses fonctionnalités. Vous définissez la stratégie de l'approche IVV pour la qualification d'une version. Vous réalisez l'écriture des tests, l'investigation d'anomalies fonctionnelles et systèmes, l'automatisation des procédures (tests, implémenteurs, outils, gestion de configuration). Vous réalisez l'intégration des composants logiciels sur les plateformes et vous participez à la gestion des configurations, aux campagnes de tests et au déploiement. Enfin, vous participez aux recettes de livraison. 

Ce poste, basé à TOULOUSE est à pourvoir dans le cadre d'un CDI.

La rémunération brute annuelle est fixée à partir de 38 000 € euros à négocier selon votre expérience.

De formation Bac+5, vous justifiez d'une expérience de 3 années minimum dans l'IVV. 

L'environnement technique est le suivant : 
Linux, Windows, VMWARE, Git, Nuage
CI/CD :Jenkins, Gitlab, Maven, SonarQube, Gradle
CS :Docker, Kubernetes Déploiement, automatisation : Ansible, Shell/Bash
Méthodologies : ITIL, Scrum,SAFE 
Middleware : OS Linux, Application Server, Bases de données","'libelle': 'Annuel de 38000,00 Euros sur 12 mois'",31 - TOULOUSE,43.604082,1.433805,31000,31555
20,Directeur / Directrice de projet en informatique,"Activités : 
-	Garantir la conduite de projets et s'assurer que tous les paramètres de la gestion du projet sont intégrés ;
-	Appliquer et adapter au besoin la méthodologie de gestion de projet, en fonction du contexte ;
-	Valider la disponibilité des ressources (matérielles et humaines) nécessaires au projet ;
-	Définir et gérer les plannings (production, approvisionnements...) ;
-	Peut être amené à piloter, animer et fédérer l'équipe projet (performance, motivation et productivité) ;
-	S'assurer de la mobilisation de l'ensemble des parties prenantes ;
-	Contrôler la qualité des livrables, le respect des délais et du budget et le périmètre d'intervention ;
-	Identifier les risques et dérives, définir et mettre en œuvre le plan d'actions associées ; 
-	Faire respecter les échéances de facturation ;
-	Mettre à jour les outils de gestion de projets internes ;
-	Communiquer auprès de l'ensemble des parties prenantes tout au long du projet et alerter si nécessaire ;
-	Préparer et animer l'ensemble des réunions projets, tels que les comités de suivi et de pilotage ;
-	Assurer un rôle d'interface entre les clients (MOE, MOA) et les équipes projets (avant-vente, commerciaux, management, équipe de production) et les fournisseurs ;
-	Remonter les évaluations des membres des équipes projets aux managers concernés ;
-	Réaliser une évaluation en fin de projet (interne et/ou externe) et des retours d'expérience ;
-	Assurer et communiquer le Reporting d'avancement du projet ;
-	Peut être amené à contribuer au développement commercial ;
-	Identifier et communiquer les opportunités de business complémentaires et les avenants à réaliser ;
-	Apporter un support à l'avant-vente en contribuant à la rédaction et la soutenance de réponses ;
-	Rendre compte de son activité et alerter si nécessaire.
Competences Techniques :

-	ITIL 
-	Synergy 
-	Messagerie 
-	Load Balancing 
-	DNS / DHCP 
-	Solutions et protocoles de 
-	Réseaux MAN (xWDM, MPLS)
-	ToIP 
-	IDS/IPS (Tipping point)","'libelle': 'Annuel de 30000,00 Euros à 80000,00 Euros sur 12 mois'",91 - MASSY,48.728133,2.269556,91300,91377
21,Chargé de maintenance informatique et bureautique (H/F),"Ce poste présente la particularité d'être mis à disposition de la Communauté de Communes Cœur de Tarentaise, de l'Assemblée du Pays Tarentaise Vanoise et du Syndicat des eaux de Moyenne Tarentaise. Ce qui représente une communauté d'environ 150 utilisateurs.

Vous gérez le matériel informatique et téléphonique des collectivités, leur systèmes d'impression et de copie ainsi que les relations avec leurs prestataires.
Vous administrez les réseaux numériques, notamment les outils Google Workspace et les comptes Youtube.
Vous répondez aux besoins des utilisateurs: installation, maintenance et dépannage.
Vous êtes présent aux séance du Conseil Municipal et du Conseil Communautaire pour assurer la retransmission en direct sur Youtube (environ 2 soirées par mois).
Mobilisation possible en cas d'activation du Plan Communal de sauvegarde ou du Plan d'accueil et d'hébergement hivernal.","'commentaire': 'Selon barème', 'complement1': 'Autre'",73 - MOUTIERS,45.483792,6.531756,73600,73181
22,TESTEUR INFORMATIQUE - DOMAINE TECHNIQUE (H/F),"Votre agence LIP HAGONDANGE recherche pour l'un de ses clients basé à Metz, un Testeur informatique - Domaine Technique (H/F).

Vous serez amené à effectuer les taches suivantes :

- Effectuer les recettes récurrentes sur le système d'information des compteurs communicants : déroulement des cahiers de recette pour la recette de non régression à chaque montée de version, répondre aux questions des clients sur les compteurs, suivi d'exploitation quotidien, traitement des téléopérations en anomalies, recette sur le logiciel

Horaire de la mission : journée (du lundi au vendredi)","'libelle': 'Horaire de 15,82 Euros à 18,14 Euros'",57 - METZ,49.108385,6.194897,57000,57463
23,Développeur / Développeuse informatique      (H/F),"Pour renforcer son équipe informatique. Vous serez rattaché(e) directement au DSI.

Vous possédez au minimum une formation de niveau Bac+2 en Informatique et vous justifiez d'une expérience significative dont au moins 3 ans en développement (dans un domaine similaire de préférence).

Vos missions  seront de : 

-	Participer aux projets (élaboration du CDC, choix de matériels, réalisation du développement et des tests et support aux utilisateurs),
-	Rétrofiter les anciens systèmes (bancs de mesures ) : redévelopper l'application et l'intégrer dans le système d'information (création de bases de données, remontée d'informations)
-	Réaliser les tests et les documentations nécessaires.

Si vous maîtrisez : 

-	SDK (Visual Studio 2012 ou plus de préférence),
-	POO (C# de préférence, Java, C, C++ ),
-	et les bases de données  (SQL serveur 2012 ou plus de préférence),

venez mettre vos compétences au service de notre informatique industrielle. 

Polyvalence, forte capacité d'adaptation, organisation, curiosité, créativité, autonomie, capacités analytiques et synthétiques sont les qualités que nous recherchons.
Nous vous offrons de nombreux avantages collectifs : participation, intéressement, PEE, mutuelle et prévoyance, CSE, congés supplémentaires 

Les horaires de travail sur 35 heures hebdomadaires sont flexibles avec semaines de 4 et 5 jours alternées. Le télétravail partiel est possible après une période de formation et d'intégration.

Ce poste en CDI est à pourvoir dès que possible.","'libelle': 'Annuel de 36000,00 Euros à 45000,00 Euros sur 12 mois', 'complement1': 'Mutuelle', 'complement2': 'Participation/action'",77 - THOMERY,48.402334,2.781486,77810,77463
24,Développeur / Développeuse informatique (H/F),"Dans le cadre d un projet de développement d une application centralisée de gestion de jeux d argent à haute capacité transactionnelle, nous recherchons un développeur C / SQL en CDI.

Celui-ci devra notamment :

Définir et concevoir des applications transactionnelles à partir d un cahier des charges,
Ecrire et tester les programmes ou parties des projets confiés,
Assurer la maintenance corrective et évolutive des applications,
Apporter un soutien technique à la gestion de projet et aux utilisateurs,
Rendre compte au chef de projet informatique et au directeur informatique.","'libelle': 'Annuel de 40000,00 Euros à 48000,00 Euros sur 13 mois'",94 - ST MAUR DES FOSSES,48.799943,2.491801,94100,94068
25,Administrateur systèmes et réseaux informatique (F/H),"Chez un client toulousain leader sur son secteur d'activités, vos missions consistent aux tâches suivantes : 

Vous assurer l'administration des systèmes et des plates formes Windows et le support aux chefs de projet/ PO /Archis en prospection, spécification, conception, ou réflexions d'évolutions. 
Vous gérez et traitez les incidents : support Niveau 2 & 3 
Vous étudiez, configurez et déployez de nouveaux environnements. Vous améliorez les processus d'industrialisation. Vous établissez les règles d'exploitation de votre périmètre, les rédigez et les présentez. Vous maintenez la documentation des procédures de configuration, d'exploitation et de dépannage. Vous développez des scripts spécifiques suivant les besoins. Vous assurez la sécurisation (firewall, hardening), mettez à jour les patchs. Vous maintenez le Plan de Reprise d'Activité (PRA). Enfin, vous participez aux projets d'évolutions des infrastructures. 

Ce poste, basé à TOULOUSE est à pourvoir dans le cadre d'un CDI.

La rémunération brute annuelle est fixée à partir de 35 000 euros à négocier selon votre expérience.

De formation Bac+4, vous justifiez d'une expérience de 3 années minimum sur un poste d'administrateur Windows. 

Vous travaillez dans un environnement technique composé des technologies suivantes : 

Windows :  SQL SERVER et WindowsServer 2012
Virtualisation : VMWare, ESX , RHEV , KVM .., Cloud, Stockage
Scripting : Python, Perl, Shell, Java, Git
Cloud : OpenStack, AWS, GCP, Azure
Déploiement/ Intégration : GitLabCI, Ansible, Jenkins","'libelle': 'Annuel de 35000,00 Euros sur 12 mois'",31 - TOULOUSE,43.604082,1.433805,31000,31555
26,Administrateur / Administratrice système informatique  (H/F),"Nous recherchons un administrateur système. Celui-ci devra notamment :

§  Participer à l intégration technique de nos solutions dans le cadre de la fourniture des plateformes allant des ateliers logiciels à celles de production (opérationnel client).

§  Maintenir et améliorer de manière continue nos solutions système et Middleware.

§  Participer à l expertise face aux problèmes d intégration de notre solution.

§  Réaliser les interventions de maintenance des plateformes.

§  Participer à la démarche qualité de l entreprise.

§  Garantir la réalisation de développements systèmes et la mise en place des plateformes dans le respect de la qualité, des coûts et des délais.","'libelle': 'Annuel de 40000,00 Euros sur 13 mois'",94 - ST MAUR DES FOSSES,48.799943,2.491801,94100,94068
